wavelength(ang),flux
5459.998544728501,0.00013096041
5460.039962636401,-0.0023447294
5460.0813805443,0.0017701541
5460.1227984522,0.0024400712
5460.1642163601,-0.0008857347
5460.205634268001,-0.00032199087
5460.2470521759005,-0.0007875004
5460.2884700838,-0.0011452566
5460.3298879917,0.0014395379
5460.3713058996,0.00056939427
5460.412723807501,0.0014498293
5460.4541417154005,0.0014608167
5460.4955596233,-0.00024804095
5460.5369775312,-0.00041975328
5460.5783954391,-0.00061083917
5460.619813347001,-0.00036776398
5460.6612312549005,-0.0016534687
5460.7026491628,-0.00039698815
5460.7440670707,-0.00089918793
5460.7854849786,-0.0010491683
5460.826902886501,-0.00074008957
5460.8683207944005,0.0003453751
5460.9097387023,0.00040852974
5460.9511566102,-0.0003863712
5460.9925745181,0.00038946193
5461.033992426001,0.00044237802
5461.0754103339,-0.00030945195
5461.1168282418,0.00096791156
5461.1582461497,0.0008512126
5461.1996640576,-0.0004158693
5461.241081965501,-0.0018675445
5461.2824998734,-2.9196652e-05
5461.3239177813,-0.000762844
5461.3653356892,0.00047821997
5461.406753597101,8.7396926e-05
5461.448171505001,-0.00036399678
5461.4895894129,-0.0020828545
5461.5310073208,0.00036325285
5461.5724252287,-0.0012341059
5461.613843136601,-0.00085905375
5461.655261044501,-0.0018765064
5461.6966789524,-0.0015766302
5461.7380968603,-0.0015574521
5461.7795147682,0.00075117475
5461.820932676101,0.0001432636
5461.8623505840005,0.00033421244
5461.9037684919,0.00023226846
5461.9451863998,0.00065559364
5461.9866043077,-0.000353888
5462.028022215601,-0.0005607486
5462.0694401235005,0.00067107985
5462.1108580314,0.00073635735
5462.1522759393,-0.00092794636
5462.1936938472,0.0016074346
5462.235111755101,-0.0006172891
5462.2765296630005,-0.0017663024
5462.3179475709,-0.00016774095
5462.3593654788,0.00078492315
5462.4007833867,0.0017506785
5462.442201294601,0.0015229839
5462.4836192025,0.001711506
5462.5250371104,3.1213858e-05
5462.5664550183,-0.0009561178
5462.6078729262,0.00034908668
5462.649290834101,0.0007569701
5462.690708742,-0.00046500258
5462.7321266499,2.20011e-05
5462.7735445578,-0.001121539
5462.814962465701,-0.0004913579
5462.856380373601,0.0014575208
5462.8977982815,-0.0010370142
5462.9392161894,0.0018172056
5462.9806340973,0.0009059893
5463.022052005201,0.00011222898
5463.063469913101,-0.0012191636
5463.104887821,-0.000603027
5463.1463057289,0.00039875077
5463.1877236368,0.00058775407
5463.229141544701,0.0001913758
5463.2705594526005,-0.0012678849
5463.3119773605,-0.00033613076
5463.3533952684,-0.00027319512
5463.3948131763,0.0014498393
5463.436231084201,9.4197116e-05
5463.4776489921005,0.0012921088
5463.5190669,0.0014568145
5463.5604848079,-0.0011290001
5463.6019027158,-0.00088935357
5463.643320623701,0.0002709191
5463.6847385316005,-0.00041813572
5463.7261564395,-0.0013298814
5463.7675743474,0.0019044185
5463.8089922553,0.0014192578
5463.850410163201,0.0013439334
5463.8918280711005,-0.00015712927
5463.933245979,0.0008857169
5463.9746638869,-0.00046868445
5464.0160817948,2.2485898e-05
5464.057499702701,-0.00015828936
5464.0989176106,-0.0010380205
5464.1403355185,4.3548298e-05
5464.1817534264,-0.00015751099
5464.2231713343,0.0012159661
5464.264589242201,-0.0010287302
5464.3060071501,-0.001004165
5464.347425058,-0.0012893669
5464.3888429659,0.0020890222
5464.430260873801,-0.00040918603
5464.471678781701,4.1363033e-05
5464.5130966896,0.00089079404
5464.5545145975,0.0006059419
5464.5959325054,0.0011234105
5464.637350413301,0.00058662356
5464.678768321201,0.0007596329
5464.7201862291,0.00036915363
5464.761604137,0.0010906771
5464.8030220449,6.966146e-05
5464.844439952801,0.00040208155
5464.8858578607005,0.0013250861
5464.9272757686,0.0005588687
5464.9686936765,0.002134017
5465.0101115844,0.0016128278
5465.051529492301,-0.00012926404
5465.0929474002005,0.0018825665
5465.1343653081,0.00072636956
5465.175783216,-0.0010261254
5465.2172011239,-0.0010686851
5465.258619031801,0.00020753522
5465.3000369397005,9.646106e-05
5465.3414548476,0.000620654
5465.3828727555,0.0010245767
5465.4242906634,-0.00015900227
5465.465708571301,0.0011117231
5465.5071264792,0.0005849758
5465.5485443871,0.0010070497
5465.589962295,0.0011676736
5465.6313802029,-0.00066503993
5465.672798110801,-0.001353777
5465.7142160187,0.00091425393
5465.7556339266,-0.0009093863
5465.7970518345,-4.481679e-05
5465.838469742401,0.00040533976
5465.879887650301,-0.00021285501
5465.9213055582,0.0010727113
5465.9627234661,-0.0019404781
5466.004141374,-0.00019658812
5466.045559281901,0.0011140372
5466.086977189801,-0.0011218713
5466.1283950977,0.00022575655
5466.1698130056,0.0016187293
5466.2112309135,-0.001429046
5466.252648821401,-0.0007835289
5466.2940667293005,-0.00048001832
5466.3354846372,0.0004851171
5466.3769025451,-0.0008763442
5466.418320453,5.0481885e-05
5466.459738360901,0.0009938714
5466.5011562688005,-0.0011073682
5466.5425741767,0.001979886
5466.5839920846,-0.00043417225
5466.6254099925,-0.0011707551
5466.666827900401,0.00039902874
5466.7082458083005,0.00022506287
5466.7496637162,0.00024744557
5466.7910816241,0.00014663613
5466.832499532,-3.3711334e-05
5466.873917439901,-0.0008436741
5466.9153353478005,0.00036170095
5466.9567532557,0.00048699183
5466.9981711636,0.0007273006
5467.0395890715,-0.0012576852
5467.081006979401,-0.00013852448
5467.1224248873,-0.00010391246
5467.1638427952,-0.0014954604
5467.2052607031,9.9935416e-05
5467.246678611,0.00068736734
5467.288096518901,-0.00085570576
5467.3295144268,-0.0001443328
5467.3709323347,0.00064224645
5467.4123502426,-0.0008143174
5467.453768150501,0.0005697551
5467.495186058401,-0.00036119952
5467.5366039663,8.4175415e-05
5467.5780218742,0.0003792983
5467.6194397821,0.00027086583
5467.660857690001,-0.00022019992
5467.702275597901,-0.0007805135
5467.7436935058,0.00018083681
5467.7851114137,0.0006755561
5467.8265293216,-0.00012083576
5467.867947229501,0.0006720195
5467.9093651374005,0.0009191358
5467.9507830453,0.0006997447
5467.9922009532,0.00016035556
5468.0336188611,0.0004625677
5468.075036769001,-0.0005530157
5468.1164546769005,-0.00025740624
5468.1578725848,-0.0005318343
5468.1992904927,0.00087094534
5468.2407084006,0.00061370304
5468.282126308501,0.00069895486
5468.3235442164005,0.0012461576
5468.3649621243,0.00058136496
5468.4063800322,0.0012873595
5468.4477979401,0.0024074926
5468.489215848001,0.00076187414
5468.5306337559,0.0010330576
5468.5720516638,0.0020343775
5468.6134695717,0.00074698764
5468.6548874796,0.0015009695
5468.696305387501,0.00016933311
5468.7377232954,0.00039227132
5468.7791412033,0.00033975666
5468.8205591112,0.0009112243
5468.8619770191,0.00052213017
5468.903394927001,-0.0007340989
5468.9448128349,0.00036469707
5468.9862307428,2.7736807e-05
5469.0276486507,0.0003492951
5469.069066558601,-0.00039907036
5469.110484466501,-0.00010891044
5469.1519023744,0.0006552606
5469.1933202823,0.00012269765
5469.2347381902,0.0012753272
5469.276156098101,0.0002667074
5469.3175740060005,0.0003530312
5469.3589919139,-9.97054e-05
5469.4004098218,0.00035271025
5469.4418277297,0.0011721753
5469.483245637601,-0.00048350292
5469.5246635455005,-0.00132416
5469.5660814534,0.0013812737
5469.6074993613,7.141207e-05
5469.6489172692,0.00060601934
5469.690335177101,-6.1443425e-05
5469.7317530850005,0.00092510105
5469.7731709929,-0.000694858
5469.8145889008,-0.0003911825
5469.8560068087,-0.0002323026
5469.897424716601,-0.0005928798
5469.9388426245005,-0.0003813632
5469.9802605324,0.00095885166
5470.0216784403,0.0012636267
5470.0630963482,-0.0005027327
5470.104514256101,0.0010826703
5470.145932164,0.0006056086
5470.1873500719,0.0008421318
5470.2287679798,0.00011003256
5470.2701858877,0.00026449515
5470.311603795601,0.00043998958
5470.3530217035,0.00044243035
5470.3944396114,0.00070949475
5470.4358575193,-0.0002366238
5470.477275427201,0.0011045894
5470.518693335101,-0.00016369695
5470.560111243,0.00081349973
5470.6015291509,-0.00021965153
5470.6429470588,-0.00033800653
5470.684364966701,0.00014605714
5470.725782874601,0.00032001373
5470.7672007825,0.0011985233
5470.8086186904,0.0006264236
5470.8500365983,0.00015350788
5470.891454506201,-0.0017715194
5470.9328724141005,-0.00046433858
5470.974290322,-0.0010739005
5471.0157082299,0.00023088449
5471.0571261378,-0.00085269124
5471.098544045701,-0.00024792636
5471.1399619536005,0.0001396955
5471.1813798615,0.0012324827
5471.2227977694,-0.0006831716
5471.2642156773,-0.00054780877
5471.305633585201,0.0007343364
5471.3470514931005,-0.00027565076
5471.388469401,0.0003146084
5471.4298873089,0.00048124618
5471.4713052168,0.0013675494
5471.512723124701,-7.196865e-05
5471.5541410326005,0.0002506225
5471.5955589405,0.00012279955
5471.6369768484,-0.0005082935
5471.6783947563,-0.0003864115
5471.719812664201,-0.0005138609
5471.7612305721,0.00019439112
5471.80264848,0.0011461619
5471.8440663879,0.00081701076
5471.885484295801,-0.00018402576
5471.926902203701,6.3927895e-05
5471.9683201116,-0.0008370306
5472.0097380195,-2.6584958e-05
5472.0511559274,-0.00047354327
5472.092573835301,0.0012803915
5472.133991743201,0.00022845468
5472.1754096511,-6.3802734e-05
5472.216827559,0.0004364686
5472.2582454669,0.00067272654
5472.299663374801,0.0017553059
5472.3410812827005,0.00047022745
5472.3824991906,0.0001835822
5472.4239170985,0.00020641967
5472.4653350064,0.0007161685
5472.506752914301,0.00059739925
5472.5481708222005,0.00050419767
5472.5895887301,-0.0006609613
5472.631006638,0.00037697004
5472.6724245459,-0.00034853508
5472.713842453801,-0.000102068785
5472.7552603617005,-0.0005974686
5472.7966782696,-0.00014660608
5472.8380961775,-0.00012666297
5472.8795140854,-0.00047163418
5472.920931993301,0.00045537445
5472.9623499012005,0.0008030524
5473.0037678091,0.0004068735
5473.045185717,-0.0005336844
5473.0866036249,-0.00025819236
5473.128021532801,-0.001018853
5473.1694394407,0.00017478298
5473.2108573486,0.0008375871
5473.2522752565,-4.932495e-06
5473.2936931644,3.860152e-05
5473.335111072301,-0.00045062022
5473.3765289802,0.00024244082
5473.4179468881,0.00064665935
5473.459364796,0.0002124899
5473.500782703901,0.0008321982
5473.542200611801,0.00049234356
5473.5836185197,-0.0003245407
5473.6250364276,0.00081670954
5473.6664543355,-0.0005497315
5473.707872243401,0.0007407284
5473.749290151301,0.00019350737
5473.7907080592,0.00030762845
5473.8321259671,0.00040357938
5473.873543875,-0.000409407
5473.914961782901,-0.00048666444
5473.9563796908005,0.00095033675
5473.9977975987,0.0007453749
5474.0392155066,0.0004569013
5474.0806334145,0.0004753717
5474.122051322401,-0.00025705452
5474.1634692303005,0.00045993648
5474.2048871382,0.0010104609
5474.2463050461,0.0006251849
5474.287722954,0.0012059453
5474.329140861901,0.0009159668
5474.3705587698005,0.000859135
5474.4119766777,7.7396864e-05
5474.4533945856,0.0003424718
5474.4948124935,0.00013680753
5474.536230401401,0.0007119946
5474.5776483093005,-0.0006021189
5474.6190662172,0.00024472512
5474.6604841251,0.00045174136
5474.701902033,0.00049467554
5474.743319940901,0.0003939482
5474.7847378488,0.0014963535
5474.8261557567,0.00032060055
5474.8675736646,-4.423448e-05
5474.9089915725,-0.0006359931
5474.950409480401,0.00059995713
5474.9918273883,0.0010860657
5475.0332452962,0.000782871
5475.0746632041,0.00036921664
5475.116081112001,0.00043853075
5475.157499019901,0.0003863243
5475.1989169278,-0.00025007655
5475.2403348357,-0.0005098985
5475.2817527436,4.76365e-05
5475.323170651501,0.00060112117
5475.3645885594005,0.00041953477
5475.4060064673,0.0009490353
5475.4474243752,-1.6666168e-05
5475.4888422831,-0.00022049039
5475.530260191001,2.3613943e-06
5475.5716780989005,0.00023375334
5475.6130960068,0.0002486345
5475.6545139147,0.00026441965
5475.6959318226,0.0007980952
5475.737349730501,0.0003804623
5475.7787676384005,0.00043087936
5475.8201855463,0.00077175413
5475.8616034542,0.0004954099
5475.9030213621,0.00018656536
5475.944439270001,0.00037199463
5475.9858571779005,-0.00032038838
5476.0272750858,0.00016720388
5476.0686929937,-0.00084876566
5476.1101109016,-0.0001926331
5476.151528809501,0.000995369
5476.1929467174,6.458532e-06
5476.2343646253,0.0005248524
5476.2757825332,7.525323e-05
5476.3172004411,0.00017907191
5476.358618349001,-0.0005263444
5476.4000362569,9.962541e-05
5476.4414541648,0.001031188
5476.4828720727,0.0005701306
5476.524289980601,0.00025199552
5476.565707888501,4.9914033e-05
5476.6071257964,0.00017404013
5476.6485437043,0.0006663426
5476.6899616122,0.00041490787
5476.731379520101,0.0002334255
5476.772797428001,-0.0007583412
5476.8142153359,0.00021102789
5476.8556332438,0.0004672568
5476.8970511517,0.00041102356
5476.938469059601,0.00035405098
5476.9798869675005,0.0002837538
5477.0213048754,0.0013849471
5477.0627227833,0.0005480002
5477.1041406912,0.0002150063
5477.145558599101,0.00026849651
5477.1869765070005,-4.2434756e-05
5477.2283944149,-0.00050720834
5477.2698123228,0.00021214432
5477.3112302307,0.0004118399
5477.352648138601,3.365473e-05
5477.3940660465005,0.00016878897
5477.4354839544,4.5109035e-05
5477.4769018623,0.00080902514
5477.5183197702,0.0018437636
5477.559737678101,0.0019785152
5477.6011555860005,0.0012903472
5477.6425734939,0.0003799165
5477.6839914018,0.0003118581
5477.7254093097,0.00072599325
5477.766827217601,0.00074369134
5477.8082451255,-0.00023219326
5477.8496630334,0.0003985872
5477.8910809413,-0.0003758269
5477.9324988492,0.00027392883
5477.973916757101,0.00082750863
5478.015334665,0.0002700458
5478.0567525729,-0.00014550002
5478.0981704808,0.0006718504
5478.139588388701,0.0001451732
5478.181006296601,-0.0005221481
