#Filename,CaK,CaK_var,Cadel,Cadel_var,CaI4217,CaI4217_var,Gband,Gband_var,Hgam,Hgam_var,FeI4383,FeI4383_var,FeI4404,FeI4404_var,Hbeta,Hbeta_var,MgI,MgI_var,NaD,NaD_var,CaI6162,CaI6162_var,Halpha,Halpha_var,CaH2,CaH2_var,CaH3,CaH3_var,TiO5,TiO5_var,VO7434,VO7434_var,VO7445,VO7445_var,VO-B,VO-B_var,VO7912,VO7912_var,Rb-B,Rb-B_var,NaI,NaI_var,TiO8,TiO8_var,TiO8440,TiO8440_var,Cs-A,Cs-A_var,CaII8498,CaII8498_var,CrH-A,CrH-A_var,CaII8662,CaII8662_var,FeI8689,FeI8689_var,FeH,FeH_var,C2-4382,C2-4382_var,C2-4737,C2-4737_var,C2-5165,C2-5165_var,C2-5636,C2-5636_var,CN-6959,CN-6959_var,CN-7088,CN-7088_var,CN-7259,CN-7259_var,CN-7820,CN-7820_var,CN-8067,CN-8067_var,CN-8270,CN-8270_var,WD-Halpha,WD-Halpha_var,WD-Hbeta,WD-Hbeta_var,WD-Hgamma,WD-Hgamma_var
C:/Users/User/Documents/Uni and Work/Postgrad - Oxford/TraP/H1743/Spectro/Spectrum1.csv,0,inf,0,inf,0,inf,0,inf,0,inf,0,inf,0,inf,0,inf,0,inf,0.9318349272728882,15.315604604931375,0.8368427081595206,5.071833314578932,1.2260571757004954,1.0287738994042235,0.24253006841576444,0.07556918745304725,0.5073270737835995,0.17551074547261453,0.3145461873469836,0.22892263104828928,0.844646438828248,0.004105435437181649,0.9904064857068821,0.002839180355199731,1.0811948436695349,0.004449825401498088,0.6428377970762915,0.0009651061367747186,1.0870912209310644,0.018249408043929334,0.7198259049947859,0.0034616711335177263,1.401875587209301,0.018287464966760814,0.7392366606390437,0.0028010753275413457,1.0952287349253582,0.013149011169817466,0.9776812888036348,0.004893591989434012,1.002371789257659,0.005483397723121219,1.0384039235955296,0.0045388882458034146,0.9245241339000093,0.009153767802906634,0,inf,0,inf,0,inf,0,inf,nan,nan,2.3129561684991495,3.4516703724917455,0.8216817657779683,0.08967478857494385,0.5827807591292126,0.001517020922819133,1.6862953948691204,0.005826045668770827,0.9187287648921041,0.0017059603556919868,1.1962620878949841,0.0023382700057936892,1.7211080274645996,1.7463228414563003,0,inf,0,inf
C:/Users/User/Documents/Uni and Work/Postgrad - Oxford/TraP/H1743/Spectro/Spectrum2.csv,0,inf,0,inf,0,inf,0,inf,0,inf,0,inf,0,inf,0,inf,0,inf,0.5570906600304406,8.2636448876439,0.8139177598429344,3.945312780116239,1.264423876078708,0.9613939236063773,0.2768304937088587,0.07853220419483233,0.5176594470789074,0.16781743609013905,0.33759489791517494,0.22043373876541444,0.8345929040789981,0.0038120152881532727,0.9933742804205596,0.0027153886380826215,1.0738248316836019,0.004209054578118175,0.6541414758405526,0.0009566628068779553,1.0786346798860877,0.017026462593222515,0.7241054765992849,0.003450885300109547,1.396317897326091,0.016831863562758054,0.7398076209369778,0.0026218861907395625,1.1204605271167487,0.013026885007857494,0.9989288128610007,0.004889258156993521,0.9921830000851123,0.005113828789055377,1.0355699048100424,0.004292990711172288,0.8922412895543399,0.008480042409075175,0,inf,0,inf,0,inf,0,inf,nan,nan,2.2114645398721944,2.527440568377331,0.8374794438157591,0.0839814347194403,0.5830518814857556,0.0014379858778626544,1.6707299979472015,0.005339581474060813,0.9154811834052071,0.0016404477627936032,1.1862949216458405,0.0021711652242798513,1.692028314842217,1.4400437140006608,0,inf,0,inf
